member,income_weighted_index,income_inequality,per_capita_income,education_score,labor_market_hardship,housing_instability,car_access_risk,mean_commute,commute_hardship_index,transit_dependency,food_insecurity_index,health_access_score,digital_disadvantage,social_isolation_index,environmental_burden,rurality_index
M00856,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01980,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00933,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00039,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00833,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01204,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00236,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01602,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00929,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00874,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00986,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00895,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M01749,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01414,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01356,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00338,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00565,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01333,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M02025,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01049,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00144,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01504,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00832,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00605,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00321,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01550,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01411,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01114,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00876,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01409,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01080,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01697,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01920,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00212,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01930,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00786,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M00924,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M02104,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00268,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M02294,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00119,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M02303,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01834,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00033,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M02073,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M01957,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M02209,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01211,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01924,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M02033,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00560,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00839,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01690,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00061,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01172,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00280,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00846,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01040,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00469,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00371,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00245,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00238,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00322,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M02196,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00066,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00718,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00610,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01772,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M02228,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M02036,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00735,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00072,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00814,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01259,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01403,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01760,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01520,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M02274,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01671,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00206,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01529,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01547,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00698,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01991,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00501,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00824,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M02226,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M02144,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M02083,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00224,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01101,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01319,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01598,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01790,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01124,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00097,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01273,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M02063,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00426,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00676,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01380,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00615,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00247,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00442,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01321,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M02018,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00393,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M02207,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00006,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00012,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01549,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01565,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00972,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00901,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00647,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00311,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01310,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01753,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01448,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01894,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00553,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00242,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01084,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01408,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01083,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01483,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00257,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00434,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01332,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01852,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01902,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01727,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01524,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M02016,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00320,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M02323,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00936,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00888,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01522,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01177,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00508,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00817,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01351,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01659,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M02324,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01391,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01275,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00778,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01357,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00734,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00127,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01364,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00511,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01137,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00284,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01150,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00962,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01299,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00458,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00902,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00987,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01961,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M01074,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M02168,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01988,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00109,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01200,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00765,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00330,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01111,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01572,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01392,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01139,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
